사업소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,면허구분명,업종명,운영여부,차량대수,데이터기준일자,제공기관코드,제공기관명
(주)중앙특수렉카,부산광역시,북구,부산광역시 북구 와석장터로17번길 16(화명동),,,운송사업,,Y,50,2024-08-08,3320000,부산광역시 북구
(주)센텀로지스틱스,부산광역시,북구,부산광역시 북구 금곡대로616번길 134,,,운송사업,,Y,23,2024-08-08,3320000,부산광역시 북구
송곡물류(주),부산광역시,북구,부산광역시 북구 학사로17번길 19,,,운송사업,,Y,2,2024-08-08,3320000,부산광역시 북구
(주)피엘지,부산광역시,북구,부산광역시 북구 만덕3로16번길 1,,,운송사업,,Y,3,2024-08-08,3320000,부산광역시 북구
동기견인운수,부산광역시,북구,부산광역시 북구 금곡대로 166,,,운송사업,,Y,2,2024-08-08,3320000,부산광역시 북구
㈜삼광로지스,부산광역시,북구,"부산광역시 북구 화명대로 68, 상가동 110호",,,운송사업,,Y,30,2024-08-08,3320000,부산광역시 북구
부산특수렉카,부산광역시,북구,부산광역시 북구 백양대로1074번길 5-12,,,운송사업,,Y,4,2024-08-08,3320000,부산광역시 북구
(주)일사물류,부산광역시,북구,"부산광역시 북구 화명신도시로 244, 205동 1303호",,,운송사업,,Y,2,2024-08-08,3320000,부산광역시 북구
동서운수(주),부산광역시,북구,부산광역시 북구 사상로 579(구포동),,,운송사업,,Y,80,2024-08-08,3320000,부산광역시 북구
(주)아주로지스,부산광역시,북구,"부산광역시 북구 금곡대로 458, 411호(금곡동)",,,운송사업,,Y,2,2024-08-08,3320000,부산광역시 북구
(유)동원운수,전북특별자치도,남원시,전북특별자치도 남원시 사매면 오신1길 5,,063-636-2424,운송사업,일반화물자동차운송사업,Y,17,2025-11-03,4701000,전북특별자치도 남원시
전라운수(주),전북특별자치도,남원시,전북특별자치도 남원시 사매면 덕오로 99-5,,063-634-8841,운송사업,일반화물자동차운송사업,Y,40,2025-11-03,4701000,전북특별자치도 남원시
(유)경전통운,전북특별자치도,남원시,전북특별자치도 남원시 사매면 덕오로 99-5,,063-634-2013,운송사업,일반화물자동차운송사업,Y,24,2025-11-03,4701000,전북특별자치도 남원시
(유)청풍물류,전북특별자치도,남원시,전북특별자치도 남원시 사매면 덕오로 99-5,,063-634-8841,운송사업,일반화물자동차운송사업,Y,3,2025-11-03,4701000,전북특별자치도 남원시
(유)우드코리아화물,전북특별자치도,남원시,전북특별자치도 남원시 율치길 10 (광치동),,063-625-3743,운송사업,일반화물자동차운송사업,Y,22,2025-11-03,4701000,전북특별자치도 남원시
최**,전북특별자치도,남원시,,전북특별자치도 남원시 도통동,,운송사업,일반화물자동차운송사업,Y,2,2025-11-03,4701000,전북특별자치도 남원시
(유)남원전국화물,전북특별자치도,남원시,"전북특별자치도 남원시 춘향로 214, 은하수주유소 (용정동)",,,운송사업,일반화물자동차운송사업,Y,3,2025-11-03,4701000,전북특별자치도 남원시
(유)첨단종합물류,전북특별자치도,남원시,전북특별자치도 남원시 사매면 오신1길 5,,063-636-2424,운송사업,일반화물자동차운송사업,Y,20,2025-11-03,4701000,전북특별자치도 남원시
㈜부산항공해운,부산광역시,사하구,부산광역시 사하구 감천항로 165-4(구평동),부산광역시 사하구 구평동 38-89,051-257-2471,운송사업,일반화물자동차운송사업,Y,5,2025-11-05,3340000,부산광역시 사하구
극동로지텍㈜,부산광역시,사하구,부산광역시 사하구 을숙도대로677번길 11(신평동),부산광역시 사하구 신평동 568-4,051-633-2167,운송사업,일반화물자동차운송사업,Y,3,2025-11-05,3340000,부산광역시 사하구
㈜부용물류,부산광역시,사하구,부산광역시 사하구 신산로 120 407호(신평동),부산광역시 사하구 신평동 493,051-317-7171,운송사업,일반화물자동차운송사업,Y,23,2025-11-05,3340000,부산광역시 사하구
㈜도명티엘에스,부산광역시,사하구,부산광역시 사하구 신산로 120 407·408호(신평동),부산광역시 사하구 신평동 493,051-317-7171,운송사업,일반화물자동차운송사업,Y,7,2025-11-05,3340000,부산광역시 사하구
㈜부용해운항공,부산광역시,사하구,부산광역시 사하구 신산로 120 408호(신평동),부산광역시 사하구 신평동 493,051-466-5678,운송사업,일반화물자동차운송사업,Y,14,2025-11-05,3340000,부산광역시 사하구
㈜지인컴퍼니,부산광역시,사하구,부산광역시 사하구 하신번영로 177번길 32 2층(신평동),부산광역시 사하구 신평동 592-12,,운송사업,일반화물자동차운송사업,Y,4,2025-11-05,3340000,부산광역시 사하구
주식회사 태종로지스,부산광역시,사하구,부산광역시 사하구 서포로30번길 12 상가동 212호(구평동),부산광역시 사하구 구평동 518,,운송사업,일반화물자동차운송사업,Y,4,2025-11-05,3340000,부산광역시 사하구
디에이치물류㈜,부산광역시,사하구,부산광역시 사하구 원양로 360-1(감천동),부산광역시 사하구 감천동 216,051-203-5511,운송사업,일반화물자동차운송사업,Y,2,2025-11-05,3340000,부산광역시 사하구
㈜벽진물류,부산광역시,사하구,부산광역시 사하구 원양로 349 205호(감천동),부산광역시 사하구 감천동 387-21,051-245-0770,운송사업,일반화물자동차운송사업,Y,7,2025-11-05,3340000,부산광역시 사하구
(주)남강물류,부산광역시,사하구,부산광역시 사하구 원양로 349 205A(감천동),부산광역시 사하구 감천동 387-21,051-245-0770,운송사업,일반화물자동차운송사업,Y,3,2025-11-05,3340000,부산광역시 사하구
㈜위드고로지스,부산광역시,사하구,부산광역시 사하구 사하로 47 상가동 305호(구평동),부산광역시 사하구 구평동 41-7,,운송사업,일반화물자동차운송사업,Y,2,2025-11-05,3340000,부산광역시 사하구
(유)유창환경,부산광역시,사하구,부산광역시 사하구 다산로176번길 58(장림동),부산광역시 사하구 장림동 1091-1,051-796-1327,운송사업,일반화물자동차운송사업,Y,5,2025-11-05,3340000,부산광역시 사하구
(주)동우물류 부산영업소,부산광역시,사하구,부산광역시 사하구 보덕포1길 2-1(장림동),부산광역시 사하구 장림동 1091-5,055-364-3000,운송사업,일반화물자동차운송사업,Y,10,2025-11-05,3340000,부산광역시 사하구
㈜한라산물류,부산광역시,사하구,부산광역시 사하구 구평로 10-1(구평동),부산광역시 사하구 구평동 356-1,051-463-2929,운송사업,일반화물자동차운송사업,Y,8,2025-11-05,3340000,부산광역시 사하구
㈜은화,부산광역시,사하구,부산광역시 사하구 낙동대로179번길 30(괴정동),부산광역시 사하구 괴정동 1238-172,051-831-2882,운송사업,일반화물자동차운송사업,Y,23,2025-11-05,3340000,부산광역시 사하구
호승산업㈜,부산광역시,사하구,부산광역시 사하구 감천항로 18(감천동),부산광역시 사하구 감천동 759-28,051-317-5561,운송사업,일반화물자동차운송사업,Y,23,2025-11-05,3340000,부산광역시 사하구
㈜백마운수,부산광역시,사하구,부산광역시 사하구 원양로 379 204호(감천동),부산광역시 사하구 감천동 387-12,051-294-4484,운송사업,일반화물자동차운송사업,Y,9,2025-11-05,3340000,부산광역시 사하구
태일운수㈜,부산광역시,사하구,부산광역시 사하구 장평로 283(신평동),부산광역시 사하구 신평동 270,051-582-1332,운송사업,일반화물자동차운송사업,Y,18,2025-11-05,3340000,부산광역시 사하구
㈜은지로직스,부산광역시,사하구,부산광역시 사하구 원양로 324 303호(감천동),부산광역시 사하구 감천동 344-23,051-204-7010,운송사업,일반화물자동차운송사업,Y,3,2025-11-05,3340000,부산광역시 사하구
㈜수종환경,부산광역시,사하구,부산광역시 사하구 을숙도대로480번길 17(신평동),부산광역시 사하구 신평동 370-191,051-265-6078,운송사업,일반화물자동차운송사업,Y,2,2025-11-05,3340000,부산광역시 사하구
㈜창성로직스,부산광역시,사하구,부산광역시 사하구 원양로356번안길 12(감천동),부산광역시 사하구 감천동 252-1,051-324-3130,운송사업,일반화물자동차운송사업,Y,2,2025-11-05,3340000,부산광역시 사하구
㈜원중물류,부산광역시,사하구,부산광역시 사하구 원양로 327(감천동),부산광역시 사하구 감천동 344-10,051-253-1181,운송사업,일반화물자동차운송사업,Y,2,2025-11-05,3340000,부산광역시 사하구
한국슈퍼맥스㈜,부산광역시,사하구,부산광역시 사하구 장평로 7(장림동),부산광역시 사하구 장림동 515,051-469-1711,운송사업,일반화물자동차운송사업,Y,8,2025-11-05,3340000,부산광역시 사하구
㈜제일로직스,부산광역시,사하구,부산광역시 사하구 하신번영로151번길 20(신평동),부산광역시 사하구 신평동 631-1,051-201-2424,운송사업,일반화물자동차운송사업,Y,17,2025-11-05,3340000,부산광역시 사하구
㈜두루물류,부산광역시,사하구,부산광역시 사하구 원양로398번길 28(감천동),부산광역시 사하구 감천동 90-5,051-265-6611,운송사업,일반화물자동차운송사업,Y,5,2025-11-05,3340000,부산광역시 사하구
㈜강동운수,부산광역시,사하구,부산광역시 사하구 원양로 324 401호(감천동),부산광역시 사하구 감천동 344-23,051-242-3404,운송사업,일반화물자동차운송사업,Y,74,2025-11-05,3340000,부산광역시 사하구
신일냉동물류㈜,부산광역시,사하구,부산광역시 사하구 비봉로 93 102동 1604호(신평동),부산광역시 사하구 신평동 411,051-202-7162,운송사업,일반화물자동차운송사업,Y,14,2025-11-05,3340000,부산광역시 사하구
정양산업㈜,부산광역시,사하구,부산광역시 사하구 원양로 359(감천동),부산광역시 사하구 감천동 387-22,051-206-7575,운송사업,일반화물자동차운송사업,Y,4,2025-11-05,3340000,부산광역시 사하구
㈜해성물류,부산광역시,사하구,부산광역시 사하구 원양로398번길 44 (감천동),부산광역시 사하구 감천동 131-16,051-291-1980,운송사업,일반화물자동차운송사업,Y,25,2025-11-05,3340000,부산광역시 사하구
광성통운㈜,부산광역시,사하구,부산광역시 사하구 하신중앙로 166(신평동),부산광역시 사하구 신평동 370-1,051-202-5398,운송사업,일반화물자동차운송사업,Y,5,2025-11-05,3340000,부산광역시 사하구
보창운수㈜,부산광역시,사하구,부산광역시 사하구 원양로 339 304호(감천동),부산광역시 사하구 감천동 344-9,051-293-5216,운송사업,일반화물자동차운송사업,Y,2,2025-11-05,3340000,부산광역시 사하구
㈜비엔에프,부산광역시,사하구,부산광역시 사하구 사리로 22 603호(괴정동),부산광역시 사하구 괴정동 296-1,051-208-5015,운송사업,일반화물자동차운송사업,Y,25,2025-11-05,3340000,부산광역시 사하구
(주)해광에너지,부산광역시,사하구,부산광역시 사하구 을숙도대로 579(신평동),부산광역시 사하구 신평동 536-2,051-204-1901,운송사업,일반화물자동차운송사업,Y,4,2025-11-05,3340000,부산광역시 사하구
경원로직스㈜,부산광역시,사하구,부산광역시 사하구 을숙도대로 823(구평동),부산광역시 사하구 구평동 41-30,051-264-9105,운송사업,일반화물자동차운송사업,Y,17,2025-11-05,3340000,부산광역시 사하구
일동특수화물㈜,부산광역시,사하구,부산광역시 사하구 감천항로 183(구평동),부산광역시 사하구 구평동 214,051-262-5538,운송사업,일반화물자동차운송사업,Y,15,2025-11-05,3340000,부산광역시 사하구
㈜이노물류,부산광역시,사하구,부산광역시 사하구 낙동남로1390번길 5 2층 202호(하단동),부산광역시 사하구 하단동 592-4,051-262-0346,운송사업,일반화물자동차운송사업,Y,99,2025-11-05,3340000,부산광역시 사하구
㈜대주개발,부산광역시,사하구,부산광역시 사하구 다산로226번길 32(장림동),부산광역시 사하구 장림동 1090,051-266-0774,운송사업,일반화물자동차운송사업,Y,33,2025-11-05,3340000,부산광역시 사하구
극동특송㈜,부산광역시,사하구,부산광역시 사하구 을숙도대로 756(구평동),부산광역시 사하구 구평동 127-8,051-262-5121,운송사업,일반화물자동차운송사업,Y,55,2025-11-05,3340000,부산광역시 사하구
㈜대한종합물류,경기도,군포시,"경기도 군포시 번영로82, 관리동 306-2호(부곡동)",경기도 군포시 부곡동 1231,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
우림피앤엘㈜,경기도,군포시,"경기도 군포시 고산로148번길17,에이-3201-2호(당정동,군포아이티밸리)",경기도 군포시 당정동 1045,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜금룡티엘에스,경기도,군포시,"경기도 군포시 번영로82, 관리동 302호(부곡동)",경기도 군포시 부곡동 1231,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜우리로지스틱스,경기도,군포시,"경기도 군포시 번영로82, 엔동 동관8층(부곡동)",경기도 군포시 부곡동 1231,031-460-2873,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
평화로직스,경기도,군포시,"경기도 군포시 번영로 495, 신명산빌딩 207호(산본동)-206호 일부",경기도 군포시 산본동 1142-6,031-427-4563,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜와이앤(YN),경기도,군포시,"경기도 군포시 군포로 713-1, 10층 1005호(금정동, 진원타워)",경기도 군포시 금정동 44-5,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜송산,경기도,군포시,"경기도 군포시 고산로 166, 106동 604호(당정동, 에스케이벤티움)",경기도 군포시 당정동 522,031-274-7665,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜태양글로벌,경기도,군포시,"경기도 군포시 산본로323번길 7, 402호(산본동, 금성프라지빌딩)",경기도 군포시 산본동 1128,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜영로지스,경기도,군포시,"경기도 군포시 곡란로103번길 4, 101호(산본동)",경기도 군포시 산본동 1084,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜경기운수,경기도,군포시,"경기도 군포시 번영로 82, 관리동 301호(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,031-460-2280,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜짱짱물류,경기도,군포시,"경기도 군포시 번영로28번길 37-16, 403호(부곡동, 거성프라자 2)",경기도 군포시 부곡동 1120-3,1661-5648,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
전국통합사다리차스카이차,경기도,군포시,"경기도 군포시 산본로 225, 101호(당동)",경기도 군포시 당동 862-8,1899-2420,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
동보물류㈜,경기도,군포시,"경기도 군포시 공단로140번길 38, 센트럴비즈파크지식산업센터 1023(당정동)",경기도 군포시 당정동 181-38,02-579-5667,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜더원로직스,경기도,군포시,"경기도 군포시 번영로 82, 한국복합물류(주) 관리동 208호(부곡동)",경기도 군포시 부곡동 1231,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
동방특송㈜,경기도,군포시,"경기도 군포시 공단로140번길 38, 923호(당정동)",경기도 군포시 당정동 181-38,031-355-6500,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
레스토닉로지스,경기도,군포시,"경기도 군포시 번영로82, 관리동 303(부곡동,한국복합물류)",경기도 군포시 부곡동 1231,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
제이에스로지스,경기도,군포시,"경기도 군포시 송부로96번길 12, 군포 송정 풍산 리치안 B동 718호(도마교동)",경기도 군포시 도마교동 478,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
미래물류,경기도,군포시,"경기도 군포시 오금로134번안길 5, 102호(금정동)",경기도 군포시 금정동 866-2,031-391-7274,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
한주물류,경기도,군포시,"경기도 군포시 고산로148번길 17, B105(당정동, 군포IT밸리)",경기도 군포시 당정동 1045,031-398-7917,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
제이에스물류,경기도,군포시,"경기도 군포시 공단로140번길 38, 412호(당정동)",경기도 군포시 당정동 181-38,1588-8714,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜광덕운수,경기도,군포시,"경기도 군포시 송부로291번안길 7, 204호(부곡동,주공프라자)",경기도 군포시 부곡동 1140-5,031-462-9997,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜아세안로지텍,경기도,군포시,"경기도 군포시 군포첨단산업2로7번길 8, 1016,1017호(부곡동,군포에이스더블유밸리지식산업센터)",경기도 군포시 부곡동 1246,031-462-0802,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
로젠택배,경기도,군포시,"경기도 군포시 번영로 508, 716-1호(금정동, 신산빌딩)",경기도 군포시 금정동 874-2,031-403-2617,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
전국통운,경기도,군포시,"경기도 군포시 고산로151번길 28, 403호(당정동, LG프라자)",경기도 군포시 당정동 988-1,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
가람물류,경기도,군포시,"경기도 군포시 번영로573번길 6, 103호(금정동)",경기도 군포시 금정동 721,031-344-3357,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
가인물류,경기도,군포시,"경기도 군포시 금산로 13, 4층 오피스밸리 491호(금정동)",경기도 군포시 금정동 710-7,031-399-6500,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
코리아윙카로지스,경기도,군포시,"경기도 군포시 군포첨단산업2로7번길 8, 615호(부곡동, 에이스W밸리)",경기도 군포시 부곡동 1246,031-420-6677,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜명도물류,경기도,군포시,"경기도 군포시 엘에스로 175, 에스에이타워 503F호(산본동)",경기도 군포시 산본동 1026-30,031-474-4777,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
진우기업㈜,경기도,군포시,"경기도 군포시 번영로 82, 마동 2층(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜중원물류,경기도,군포시,"경기도 군포시 대야1로22번길 9, 801호",경기도 군포시 대야미동 653-5,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
삼보로지스,경기도,군포시,"경기도 군포시 엘에스로 172, B14호(금정동, 한림휴먼타워)",경기도 군포시 금정동 1-40,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜투데이로지스,경기도,군포시,"경기도 군포시 산본천로 62, 1630호 (산본동, 인베스텔)",경기도 군포시 산본동 1123-2,031-399-0003,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
광명물류㈜,경기도,군포시,"경기도 군포시 번영로 82, O동 1,2,3층(부곡동, 군포복합물류터미널)",경기도 군포시 부곡동 1231,031-461-0296,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
태진종합물류,경기도,군포시,"경기도 군포시 군포로485번길 3, 3층 303호(당동)",경기도 군포시 당동 794-1,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
위오,경기도,군포시,"경기도 군포시 군포첨단산업2로7번길 8, 732호(부곡동, 에이스더블유밸리)",경기도 군포시 부곡동 1246,031-488-6515,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
나이스물류특송,경기도,군포시,"경기도 군포시 금산로 13, 오피스밸리 469호(금정동)",경기도 군포시 금정동 710-7,031-342-1600,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜차차로지스틱스,경기도,군포시,"경기도 군포시 번영로 82, 에프동 동관 5.5층(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,031-418-5678,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜대한운송,경기도,군포시,"경기도 군포시 대야1로 8, 301호(대야미동, 대성프라자)",경기도 군포시 대야미동 657-1,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜지선물류,경기도,군포시,"경기도 군포시 송부로33번길 21, 1층(도마교동)",경기도 군포시 도마교동 447-3,031-407-0722,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
(주)마루,경기도,군포시,"경기도 군포시 공단로140번길 46, 에스804호(당정동, 엠테크노센터)",경기도 군포시 당정동 181-42,1600-7854,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
가온로지스틱스㈜,경기도,군포시,"경기도 군포시 고산로211번길 16, 301호(당정동, 에코빌딩)",경기도 군포시 당정동 1010-5,031-452-6688,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜제이에스로지스,경기도,군포시,"경기도 군포시 고산로151번길 28, 403호(당정동, 엘지프라자)",경기도 군포시 당정동 988-1,031-451-1840,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜무한로지스,경기도,군포시,"경기도 군포시 번영로 82, 209호(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,031-460-2398,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
유일로직스(주),경기도,군포시,"경기도 군포시 송부로291번안길 7, 2층 205호(부곡동)",경기도 군포시 부곡동 1140-5,070-4914-6618,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
다정물류,경기도,군포시,"경기도 군포시 군포로485번길 3, 201호(당동)",경기도 군포시 당동 794-1,031-427-8512,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
백제종합물류,경기도,군포시,"경기도 군포시 산본천로 62, 1310호(산본동, 인베스텔)",경기도 군포시 산본동 1123-2,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
우리화물,경기도,군포시,"경기도 군포시 한세로78번길 45, 105호(당정동)",경기도 군포시 당정동 989-4,031-455-2424,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜에스엘피익스프레스,경기도,군포시,"경기도 군포시 번영로 82, 운영동 204호(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜에이치케이물류,경기도,군포시,"경기도 군포시 번영로 82, 엔동 동관8층(부곡동, 한국복합물류㈜)",경기도 군포시 부곡동 1231,031-460-2873,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
한양통운,경기도,군포시,"경기도 군포시 공단로 252, 2층(금정동)",경기도 군포시 금정동 695,031-454-1234,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜피엔엘로지스틱스,경기도,군포시,"경기도 군포시 당정역로 4번길 7, 407호(당정동, 동호프라자)",경기도 군포시 당정동 1013-7,031-477-8278,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
한국종합물류,경기도,군포시,"경기도 군포시 번영로 34, 대흥테라스뷰 305호",경기도 군포시 부곡동 1248-1,031-438-1688,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
이사콜화물,경기도,군포시,"경기도 군포시 산본로 378, 503호(산본동, 산본사이버텔)",경기도 군포시 산본동 1097-1,1661-1603,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
옥산,경기도,군포시,"경기도 군포시 번영로 497, 306호 (산본동, 금화프라자)",경기도 군포시 산본동 1142-5,031-397-7425,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜원콜,경기도,군포시,"경기도 군포시 한세로 48, 5층(당정동)",경기도 군포시 당정동 965-2,1588-1063,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
1577-3410 하나로퀵물류,경기도,군포시,"경기도 군포시 고산로 730, 201호(산본동)",경기도 군포시 산본동 73,1577-3410,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
화물차정보㈜,경기도,군포시,"경기도 군포시 고산로151번길 28, 403호(당정동, 엘지프라자)",경기도 군포시 당정동 988-1,1544-0785,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜그린로직스,경기도,군포시,"경기도 군포시 번영로82, 운영동 204호(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,031-460-7876,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
씨제이대한통운㈜ 군포영업소,경기도,군포시,"경기도 군포시 번영로 82, O-2동 4층(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,02-870-6377,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
미래운수플렉스㈜,경기도,군포시,"경기도 군포시 엘에스로 172, 403호(금정동, 한림휴먼타워)",경기도 군포시 금정동 1-40,031-479-7576,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜토탈지엘에스,경기도,군포시,"경기도 군포시 산본로324번길 8, 4층 414-1호(금정동, 동영센트럴타워)",경기도 군포시 금정동 847-2,031-393-2990,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
수도권운수㈜,경기도,군포시,"경기도 군포시 번영로 82, 에프동 4.5층(부곡동, 복합화물터미널)",경기도 군포시 부곡동 1231,031-460-7440,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
㈜가온로지스,경기도,군포시,"경기도 군포시 고산로211번길 16, 302호(당정동, 에코빌딩)",경기도 군포시 당정동 1010-5,031-452-6688,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
SKL화물특송,경기도,군포시,"경기도 군포시 공단로36번길 2, 2층(당정동)",경기도 군포시 당정동 630-1,031-452-3006,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
스마일운송,경기도,군포시,경기도 군포시 산본로249번길 13(당동),경기도 군포시 당동 861-7,031-396-2424,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
케이아이화물하역㈜,경기도,군포시,"경기도 군포시 번영로 82, 바동 2층(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,031-460-2352,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
가야물류,경기도,군포시,"경기도 군포시 공단로140번길 38, 센트럴비즈파크 지식산업센터 1105호(당정동)",경기도 군포시 당정동 181-38,031-396-9002,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
(주)케이물류,경기도,군포시,"경기도 군포시 고산로148번길 17, 에이동 2002-1호(당정동,군포아이티밸리)",경기도 군포시 당정동 1045,031-453-7600,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
성광종합물류㈜,경기도,군포시,"경기도 군포시 번영로 82, 관리동 204호(부곡동, 한국복합물류)",경기도 군포시 부곡동 1231,031-460-2911,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
제이앤에스물류㈜,경기도,군포시,"경기도 군포시 고산로148번길 17, 에이동 2002-2호(당정동, 군포아이티밸리)",경기도 군포시 당정동 1045,031-453-7600,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
협동화물,경기도,군포시,"경기도 군포시 대야2로 7번길 14, B동 103호(대야미동)",경기도 군포시 대야미동 650-4,031-459-1234,운송주선사업,일반화물자동차운송사업,Y,0,2025-11-07,4020000,경기도 군포시
